ID;Cash;Tips;Corporativos;MBS;Equity;Emergentes
2010-07-26;116.819;127.0855;446.168;1716.291;1857.34;260.15
2010-07-27;116.819;127.1257;445.968;1717.077;1855.39;260.26
2010-07-28;116.82;127.3219;446.896;1717.857;1842.66;261.29
2010-07-29;116.82;127.4737;447.418;1718.371;1835.29;261.67
2010-07-30;116.819;127.7938;448.128;1719.391;1835.4;262.37
2010-07-31;116.821;;448.132;1719.403;;262.4
2010-08-02;116.823;127.9138;447.896;1717.429;1875.85;262.16
2010-08-03;116.824;128.342;448.948;1720.655;1866.87;263.28
2010-08-04;116.824;128.0859;448.327;1719.741;1878.81;263.26
2010-08-05;116.825;128.2677;448.753;1719.705;1876.51;263.73
2010-08-06;116.824;128.2998;449.584;1723.336;1869.77;264.32
2010-08-09;116.827;128.2623;449.526;1720.119;1880.06;264.73
2010-08-10;116.827;128.5685;449.872;1722.313;1868.88;264.98
2010-08-11;116.828;128.4175;450.161;1721.599;1817.13;265.53
2010-08-12;116.829;127.9879;449.636;1716.716;1807.61;265.24
2010-08-13;116.828;127.8714;449.872;1720.171;1800.39;265.62
2010-08-16;116.83;127.9313;450.819;1720.757;1800.7;266.61
2010-08-17;116.83;127.7785;450.483;1717.536;1823.18;266.42
2010-08-18;116.831;127.6596;450.49;1713.849;1826.14;267.17
2010-08-19;116.832;127.6466;450.985;1716.157;1795.24;267.83
2010-08-20;116.831;127.5593;450.52;1713.499;1788.67;267.6
2010-08-23;116.833;127.4774;450.926;1715.369;1781.47;267.91
2010-08-24;116.834;127.6494;451.593;1715.778;1755.65;268.43
2010-08-25;116.835;127.5057;450.897;1717.498;1761.62;267.48
2010-08-26;116.836;127.6901;451.237;1719.846;1748.14;267.61
2010-08-27;116.834;127.4755;450.198;1716.902;1777.6;266.38
2010-08-30;116.838;127.6066;451.246;1720.046;1751.79;267.43
2010-08-31;116.839;127.7088;451.559;1722.466;1752.55;267.18
2010-09-01;116.84;127.5677;450.972;1721.051;1804.46;266.49
2010-09-02;116.841;127.4968;451.07;1720.625;1820.98;266.68
2010-09-03;116.839;127.4486;450.664;1719.086;1845.1;266.74
2010-09-06;116.843;;450.833;1719.111;;266.91
2010-09-07;116.844;127.6536;451.708;1721.886;1824.05;267.79
2010-09-08;116.844;127.5459;451.373;1720.196;1836.21;267.38
2010-09-09;116.844;127.4533;450.339;1714.406;1845.09;266.5
2010-09-10;116.843;127.5135;450.266;1714.085;1854.1;266.56
2010-09-13;116.845;127.863;451.468;1717.153;1875.41;267.31
2010-09-14;116.845;127.905;452.302;1718.29;1874.07;267.86
2010-09-15;116.845;127.9269;452.182;1716.737;1880.74;267.61
2010-09-16;116.845;127.8335;452.221;1715.905;1880.37;267.52
2010-09-17;116.844;127.7594;452.467;1714.181;1881.93;267.75
2010-09-20;116.847;127.8534;452.923;1715.037;1910.6;267.99
2010-09-21;116.847;128.427;454.078;1717.628;1905.74;268.58
2010-09-22;116.848;128.5125;453.936;1717.63;1896.77;268.85
2010-09-23;116.848;128.3571;453.892;1716.263;1880.97;268.81
2010-09-24;116.848;128.3547;453.682;1714.482;1920.84;268.76
2010-09-27;116.853;128.4301;454.48;1716.475;1909.98;269.68
2010-09-28;116.854;128.7609;454.971;1718.309;1919.59;270.06
2010-09-29;116.851;128.6454;454.659;1716.221;1914.84;270.1
2010-09-30;116.851;128.5729;454.826;1716.882;1908.95;270.34
2010-10-01;116.849;128.797;454.961;1718.069;1917.42;270.7
2010-10-04;116.852;129.0644;455.443;1720.086;1902.15;271.21
2010-10-05;116.853;129.435;455.796;1720.332;1941.82;271.46
2010-10-06;116.854;129.8171;456.347;1722.977;1941.5;272.36
2010-10-07;116.854;129.7907;456.839;1726.647;1938.31;272.64
2010-10-08;116.852;130.1564;457.254;1729.269;1950.18;273.04
2010-10-11;116.856;;457.42;1729.293;1950.47;273.22
2010-10-12;116.856;130.0589;457.032;1730.781;1957.92;273.27
2010-10-13;116.856;130.436;457.217;1732.874;1972.08;273.69
2010-10-14;116.857;130.7377;456.429;1731.385;1964.9;273.59
2010-10-15;116.856;130.2941;456.401;1727.836;1968.87;273.31
2010-10-18;116.858;130.3983;457.12;1731.333;1983.17;273.44
2010-10-19;116.859;130.4088;457.34;1733.717;1951.67;273.04
2010-10-20;116.86;130.3363;457.325;1735.993;1972.51;272.74
2010-10-21;116.861;130.3231;457.142;1735.194;1976.12;272.51
2010-10-22;116.859;130.4111;457.074;1734.437;1980.83;272.5
2010-10-25;116.863;130.5777;457.159;1732.795;1985.11;272.93
2010-10-26;116.863;130.3204;456.403;1731.855;1985.13;272.58
2010-10-27;116.863;129.9473;456.02;1730.709;1980.05;272.36
2010-10-28;116.864;130.0463;456.981;1732.467;1982.45;272.4
2010-10-29;116.863;129.9917;457.665;1733.851;1981.59;272.86
2010-10-31;116.866;;457.721;1733.867;;272.91
2010-11-01;116.866;130.1423;457.76;1734.643;1983.47;272.93
2010-11-02;116.867;130.0789;457.907;1736.943;1998.86;273.45
2010-11-03;116.868;130.2728;458.21;1739.206;2006.58;273.42
2010-11-04;116.869;130.6727;459.245;1742.576;2045.62;274.66
2010-11-05;116.867;130.6526;458.657;1740.166;2053.77;274.53
2010-11-08;116.87;130.5908;458.39;1739.095;2049.69;274.47
2010-11-09;116.871;130.2939;457.257;1735.643;2033.85;273.9
2010-11-10;116.871;130.3568;457.575;1735.907;2043.16;273.46
2010-11-11;116.872;;457.63;1735.915;2034.48;273.51
2010-11-12;116.872;129.9054;455.951;1731.608;2010.57;272.37
2010-11-15;116.874;129.3757;454.797;1728.335;2008.25;271.05
2010-11-16;116.874;129.1298;455.0;1729.296;1976.26;270.92
2010-11-17;116.873;129.3295;455.193;1732.076;1977.0;269.99
2010-11-18;116.873;129.3428;455.008;1731.869;2007.38;270.2
2010-11-19;116.873;129.3033;454.784;1733.9;2012.59;270.39
2010-11-22;116.875;129.5296;455.663;1736.578;2009.52;270.82
2010-11-23;116.874;129.5797;455.894;1739.091;1980.89;270.7
2010-11-24;116.874;129.3369;454.406;1733.422;2010.56;269.65
2010-11-25;116.875;;454.461;1733.43;;269.67
2010-11-26;116.874;129.4385;454.741;1733.764;1996.03;270.02
2010-11-29;116.877;129.4899;454.731;1733.243;1993.83;269.89
2010-11-30;116.877;129.3595;454.953;1730.621;1981.84;269.21
2010-12-01;116.877;129.1046;453.337;1721.922;2024.97;268.37
2010-12-02;116.879;129.0839;452.948;1720.662;2050.96;268.64
2010-12-03;116.879;129.2301;453.776;1723.074;2056.4;269.1
2010-12-06;116.883;129.5369;454.967;1728.405;2053.8;270.15
2010-12-07;116.885;129.0681;452.884;1719.857;2054.89;269.01
2010-12-08;116.886;128.7169;451.855;1715.278;2063.03;268.35
2010-12-09;116.888;128.6371;451.543;1717.542;2071.12;268.86
2010-12-10;116.887;128.5556;451.216;1714.564;2083.57;268.75
2010-12-13;116.888;128.7561;451.891;1715.355;2084.0;269.21
2010-12-14;116.89;128.3925;450.62;1707.06;2085.93;268.36
2010-12-15;116.889;128.7014;450.131;1701.561;2075.29;268.05
2010-12-16;116.891;128.8996;450.577;1701.817;2088.19;268.15
2010-12-17;116.892;129.2609;451.774;1714.243;2089.95;269.03
2010-12-20;116.895;129.3096;451.886;1713.394;2095.32;268.79
2010-12-21;116.893;129.3929;451.83;1716.585;2108.26;268.92
2010-12-22;116.894;129.4845;451.442;1716.833;2115.69;268.93
2010-12-23;116.892;129.3363;450.877;1714.22;2112.37;268.83
2010-12-24;116.893;;450.932;1714.228;;268.88
2010-12-27;116.896;129.3541;451.166;1715.955;2113.67;269.24
2010-12-28;116.898;129.1561;450.329;1709.275;2115.32;268.75
2010-12-29;116.897;129.5024;451.938;1717.85;2117.83;269.69
2010-12-30;116.898;129.3946;451.664;1716.723;2114.7;269.52
2010-12-31;116.896;129.5812;452.367;1722.198;2114.29;270.0
2011-01-03;116.897;129.6679;452.375;1721.446;2138.3;270.39
2011-01-04;116.897;129.8181;452.552;1721.901;2135.53;270.72
2011-01-05;116.897;129.6954;451.106;1713.494;2146.5;270.71
2011-01-06;116.896;130.0459;452.11;1716.528;2142.76;271.21
2011-01-07;116.894;130.3234;453.32;1722.608;2138.81;271.5
2011-01-10;116.897;130.5527;453.715;1724.007;2135.86;271.41
2011-01-11;116.897;130.7153;453.511;1721.241;2143.82;271.39
2011-01-12;116.897;130.8351;453.412;1721.541;2163.36;271.66
2011-01-13;116.898;130.839;454.015;1725.575;2159.66;272.14
2011-01-14;116.896;130.7258;453.874;1725.597;2175.68;271.99
2011-01-17;116.9;;454.037;1725.62;;272.12
2011-01-18;116.9;130.83;453.941;1723.249;2178.72;272.04
2011-01-19;116.9;130.8254;454.304;1725.375;2156.97;272.2
2011-01-20;116.901;130.3036;453.318;1719.415;2154.18;271.51
2011-01-21;116.9;130.3853;453.661;1722.159;2159.43;271.63
2011-01-24;116.902;130.457;453.946;1722.305;2172.03;271.82
2011-01-25;116.903;130.5586;454.677;1725.218;2172.67;272.02
2011-01-26;116.904;130.4954;454.189;1720.364;2181.92;271.81
2011-01-27;116.905;130.5292;454.897;1723.631;2186.93;272.05
2011-01-28;116.905;130.8178;455.478;1725.0;2147.95;271.87
2011-01-31;116.907;131.0019;455.135;1724.045;2164.4;271.21
2011-02-01;116.906;130.9196;454.49;1719.926;2200.54;271.15
2011-02-02;116.907;130.6187;453.777;1716.727;2194.94;271.26
2011-02-03;116.91;130.443;453.274;1713.025;2200.42;271.11
2011-02-04;116.908;130.1917;452.356;1707.9;2206.8;270.75
2011-02-07;116.912;130.1498;452.665;1708.051;2220.6;271.1
2011-02-08;116.913;129.856;451.677;1702.909;2230.59;270.65
2011-02-09;116.915;129.9254;452.476;1705.34;2224.64;271.09
2011-02-10;116.919;129.5986;451.851;1701.933;2226.51;270.58
2011-02-11;116.917;129.5689;452.287;1707.555;2239.08;270.79
2011-02-14;116.919;129.7058;452.448;1711.787;2244.89;270.94
2011-02-15;116.919;129.7867;452.773;1713.665;2237.9;270.95
2011-02-16;116.921;129.8124;452.69;1712.978;2252.3;271.04
2011-02-17;116.923;130.164;453.708;1717.181;2259.42;271.42
2011-02-18;116.92;130.5963;453.983;1715.882;2263.79;271.48
2011-02-21;116.924;;454.144;1715.905;;271.65
2011-02-22;116.924;131.2751;455.426;1721.116;2217.35;272.25
2011-02-23;116.923;131.5976;454.984;1720.997;2203.89;271.63
2011-02-24;116.923;131.7779;455.179;1724.317;2202.23;271.91
2011-02-25;116.921;131.7608;455.372;1725.517;2226.05;272.23
2011-02-28;116.923;131.6682;455.977;1727.335;2238.55;272.63
2011-03-01;116.924;131.983;456.194;1727.328;2203.32;272.9
2011-03-02;116.926;132.0671;455.847;1725.354;2207.24;272.72
2011-03-03;116.927;131.7413;454.502;1719.802;2245.33;272.48
2011-03-04;116.926;132.1738;455.991;1727.243;2228.78;273.25
2011-03-07;116.93;132.3107;456.067;1727.995;2210.26;273.5
2011-03-08;116.931;132.3935;455.807;1725.397;2230.4;273.4
2011-03-09;116.933;132.4816;456.439;1730.486;2227.7;273.95
2011-03-10;116.938;132.7214;457.215;1734.324;2185.65;274.27
2011-03-11;116.934;132.6239;457.44;1734.116;2201.81;274.07
2011-03-14;116.938;132.8107;458.188;1736.993;2188.56;274.21
2011-03-15;116.937;132.7635;457.697;1737.399;2164.06;273.84
2011-03-16;116.937;133.1608;458.565;1742.572;2121.94;274.43
2011-03-17;116.938;133.4408;458.109;1739.555;2150.43;274.28
2011-03-18;116.935;133.3722;458.08;1739.292;2159.69;274.29
2011-03-21;116.939;133.2454;457.476;1734.664;2192.09;274.42
2011-03-22;116.939;133.0735;457.394;1732.23;2184.57;274.6
2011-03-23;116.939;133.036;457.262;1732.523;2190.96;274.68
2011-03-24;116.941;132.9442;456.782;1731.141;2211.42;274.75
2011-03-25;116.939;132.5692;456.152;1730.149;2218.42;274.83
2011-03-28;116.942;132.5812;456.059;1730.334;2212.32;275.0
2011-03-29;116.941;132.4847;455.76;1728.404;2228.41;274.86
2011-03-30;116.943;132.6158;456.254;1731.278;2243.55;275.1
2011-03-31;116.942;132.7776;456.302;1731.185;2239.44;275.28
2011-04-01;116.944;132.8341;455.998;1730.498;2250.58;275.4
2011-04-04;116.951;133.1503;456.635;1730.786;2251.64;275.9
2011-04-05;116.948;133.0742;455.925;1726.703;2251.26;275.84
2011-04-06;116.951;132.9433;455.77;1725.766;2257.11;275.82
2011-04-07;116.952;133.1696;456.426;1725.948;2253.76;276.12
2011-04-08;116.95;133.2733;456.262;1725.946;2244.74;276.17
2011-04-11;116.952;133.3183;456.465;1727.008;2238.51;276.24
2011-04-12;116.952;133.4975;457.447;1731.447;2221.12;276.34
2011-04-13;116.952;133.5233;457.891;1733.469;2221.77;276.74
2011-04-14;116.95;133.4606;457.451;1733.203;2221.99;276.5
2011-04-15;116.948;133.6531;458.512;1738.81;2230.71;276.89
2011-04-18;116.951;133.8773;459.213;1742.123;2206.15;277.19
2011-04-19;116.951;134.0793;459.244;1742.616;2218.86;277.13
2011-04-20;116.952;133.91;458.839;1740.802;2248.9;277.1
2011-04-21;116.949;133.7619;458.857;1741.457;2260.84;277.17
2011-04-25;116.953;134.0496;459.568;1744.386;2257.24;277.49
2011-04-26;116.954;134.2591;460.119;1746.364;2277.51;277.91
2011-04-27;116.954;134.3484;459.893;1745.17;2292.13;277.7
2011-04-28;116.955;134.6914;460.808;1748.764;2300.46;278.08
2011-04-29;116.954;134.8742;461.126;1750.469;2305.76;278.5
2011-04-30;116.955;;461.179;1750.477;;278.55
2011-05-02;116.956;134.957;461.069;1750.288;2301.72;278.7
2011-05-03;116.957;134.9416;461.317;1751.455;2293.95;278.91
2011-05-04;116.958;134.9116;461.448;1752.998;2278.63;279.18
2011-05-05;116.958;134.6213;461.864;1757.404;2258.08;279.46
2011-05-06;116.956;134.4762;462.263;1758.68;2266.97;279.49
2011-05-09;116.959;134.7516;462.675;1760.081;2277.3;279.72
2011-05-10;116.959;134.7142;462.085;1757.51;2295.72;279.59
2011-05-11;116.959;134.4441;462.528;1759.803;2271.47;280.03
2011-05-12;116.959;134.2732;462.234;1758.929;2282.84;279.7
2011-05-13;116.956;134.128;462.503;1760.892;2264.52;280.0
2011-05-16;116.959;134.1929;462.987;1763.338;2250.61;280.33
2011-05-17;116.959;134.1939;463.014;1765.559;2250.35;280.72
2011-05-18;116.958;134.3395;462.398;1763.441;2270.57;280.75
2011-05-19;116.959;134.2273;462.779;1763.262;2275.71;280.94
2011-05-20;116.956;134.2286;463.031;1764.898;2258.21;281.04
2011-05-23;116.959;134.2487;463.136;1765.368;2231.31;281.04
2011-05-24;116.958;134.4062;463.148;1765.941;2229.49;280.84
2011-05-25;116.958;134.5684;463.135;1765.781;2236.75;280.85
2011-05-26;116.958;134.7687;464.022;1770.14;2246.13;280.98
2011-05-27;116.955;134.6569;464.089;1768.817;2255.74;280.76
2011-05-30;116.959;;464.244;1768.837;;280.88
2011-05-31;116.959;134.8283;464.305;1769.804;2279.66;281.22
2011-06-01;116.961;135.0166;464.847;1775.464;2227.96;281.77
2011-06-02;116.961;134.9368;464.204;1773.221;2225.36;281.39
2011-06-03;116.959;135.0323;464.625;1776.163;2203.81;281.37
2011-06-06;116.962;135.1313;464.764;1776.104;2180.14;281.41
2011-06-07;116.963;135.2293;464.917;1778.332;2178.15;281.48
2011-06-08;116.963;135.3905;465.386;1780.276;2169.5;281.72
2011-06-09;116.963;135.2556;464.629;1776.895;2185.52;281.42
2011-06-10;116.96;135.1308;464.848;1776.034;2155.0;281.54
2011-06-13;116.963;135.1569;464.631;1776.676;2157.15;281.44
2011-06-14;116.962;135.0698;463.712;1771.329;2184.48;281.02
2011-06-15;116.962;135.4785;464.846;1775.057;2146.45;281.53
2011-06-16;116.963;135.3686;465.007;1773.646;2150.58;281.34
2011-06-17;116.961;135.2133;464.801;1773.644;2157.14;280.84
2011-06-20;116.964;135.1209;464.762;1773.272;2168.8;280.62
