id;G0QA_TRR_INDEX_VAL_LOC;GVQ0_TRR_INDEX_VAL_LOC;G6O2_TRR_INDEX_VAL_LOC;GVQI_TRR_INDEX_VAL_LOC;G6QI_TRR_INDEX_VAL_LOC;C01A_TRR_INDEX_VAL_LOC;CV10_TRR_INDEX_VAL_LOC;GS1V_TRR_INDEX_VAL_LOC;M0A0_TRR_INDEX_VAL_LOC;SPX_INDEX
31/01/2006;176.246;841.046;435.841;126.789;180.301;100;353.795;141.721;1267.487;1280.09
1/02/2006;176.239;840.106;434.86;126.547;179.725;99.984;353.337;141.567;1265.328;1282.46
2/02/2006;176.259;840.087;434.97;126.434;179.543;99.982;353.394;141.582;1265.584;1270.84
3/02/2006;176.284;840.281;435.647;126.561;179.987;99.996;353.455;141.591;1266.487;1264.03
6/02/2006;176.317;840.15;435.53;126.573;179.991;100.033;353.452;141.574;1266.868;1265.02
7/02/2006;176.342;840.287;435.089;126.401;179.539;100.04;353.475;141.588;1266.94;1254.78
8/02/2006;176.348;839.754;434.4;126.205;179.004;100.05;353.207;141.492;1265.893;1265.65
9/02/2006;176.359;839.757;434.851;126.237;179.303;100.054;353.263;141.495;1267.202;1263.78
10/02/2006;176.371;839.195;433.876;126.094;178.837;100.059;352.992;141.396;1265.314;1266.99
13/02/2006;176.434;839.679;434.207;126.003;178.647;100.1;353.211;141.483;1265.629;1262.86
14/02/2006;176.452;839.317;433.461;125.79;177.941;100.115;353.057;141.417;1263.904;1275.53
15/02/2006;176.484;839.417;433.67;125.844;178.084;100.125;353.107;141.436;1264.822;1280
16/02/2006;176.506;839.622;433.88;126.071;178.567;100.136;353.268;141.479;1266.028;1289.38
17/02/2006;176.566;840.474;435.321;126.366;179.358;100.154;353.715;141.622;1270.035;1287.24
20/02/2006;176.61;840.749;435.506;126.341;179.311;100.198;353.866;141.674;1270.505;1287.24
21/02/2006;176.614;840.264;434.927;126.345;179.218;100.213;353.594;141.588;1269.407;1283.03
22/02/2006;176.642;840.735;435.766;126.426;179.596;100.217;353.79;141.654;1271.356;1292.67
23/02/2006;176.652;839.893;434.66;126.261;179.224;100.23;353.388;141.512;1270.413;1287.79
24/02/2006;176.687;840.092;434.547;126.496;179.599;100.237;353.408;141.534;1271.803;1289.43
27/02/2006;176.732;840.056;434.132;126.316;179.1;100.279;353.444;141.543;1271.918;1294.12
28/02/2006;176.763;841.108;435.477;126.527;179.728;100.3;353.935;141.723;1273.964;1280.66
1/03/2006;176.766;840.772;434.591;126.487;179.4;100.22;353.872;141.71;1271.397;1291.24
2/03/2006;176.778;840.34;433.421;126.612;179.356;100.228;353.63;141.636;1268.196;1289.14
3/03/2006;176.798;839.743;432.206;126.51;179.039;100.234;353.322;141.531;1266.198;1287.23
6/03/2006;176.842;839.461;431.106;126.245;178.121;100.273;353.134;141.474;1263.254;1278.26
7/03/2006;176.861;839.537;431.265;126.199;178.012;100.277;353.151;141.473;1263.077;1275.88
8/03/2006;176.891;839.866;431.357;125.997;177.418;100.294;353.312;141.545;1263.508;1278.47
9/03/2006;176.914;840.016;431.619;125.973;177.465;100.304;353.366;141.551;1265.5;1272.23
10/03/2006;176.94;839.723;431.133;125.847;177.217;100.317;353.246;141.501;1265.744;1281.58
13/03/2006;176.978;839.782;430.881;125.954;177.232;100.354;353.31;141.53;1263.019;1284.13
14/03/2006;177.033;841.677;433.135;126.381;178.297;100.372;354.239;141.852;1268.441;1297.48
15/03/2006;177.045;841.557;432.498;126.395;178.147;100.398;354.214;141.829;1266.743;1303.02
16/03/2006;177.1;843.485;434.924;126.816;179.101;100.412;355.082;142.142;1271.459;1305.33
17/03/2006;177.128;843.194;434.279;126.699;178.706;100.437;354.957;142.095;1270.083;1307.25
20/03/2006;177.182;843.659;434.944;126.7;178.703;100.48;355.195;142.17;1271.483;1305.08
21/03/2006;177.179;842.213;433.279;126.335;177.794;100.482;354.507;141.923;1267.863;1297.23
22/03/2006;177.2;842.198;433.569;126.34;177.964;100.484;354.519;141.931;1269.098;1305.04
23/03/2006;177.223;841.696;432.607;126.312;177.88;100.493;354.26;141.841;1267.817;1301.67
24/03/2006;177.278;843.055;434.431;126.479;178.371;100.504;354.909;142.063;1271.497;1302.95
27/03/2006;177.325;842.904;433.92;126.431;178.114;100.561;354.806;142.036;1270.95;1301.61
28/03/2006;177.315;841.492;431.894;126.24;177.393;100.568;354.105;141.799;1266.868;1293.22
29/03/2006;177.336;841.238;431.188;126.266;177.157;100.566;353.93;141.755;1265.067;1302.89
30/03/2006;177.351;840.708;430.089;126.276;176.903;100.576;353.632;141.658;1262.048;1300.25
31/03/2006;177.393;841.132;430.37;126.291;176.928;100.712;353.752;141.698;1262.646;1294.83
3/04/2006;177.424;840.835;429.905;126.283;176.791;100.735;353.713;141.67;1261.668;1297.81
4/04/2006;177.436;841.366;430.126;126.273;176.622;100.743;353.926;141.761;1262.644;1305.94
5/04/2006;177.477;842.152;431.147;126.505;177.212;100.764;354.359;141.905;1265.488;1311.56
6/04/2006;177.487;841.609;430.019;126.459;176.814;100.776;354.055;141.803;1263.328;1309.04
7/04/2006;177.498;840.614;428.336;126.246;176.175;100.782;353.559;141.62;1259.196;1295.5
10/04/2006;177.545;840.961;428.581;126.469;176.556;100.812;353.731;141.684;1259.605;1296.61
11/04/2006;177.573;841.494;429.408;126.646;176.985;100.829;354.029;141.77;1261.416;1286.58
12/04/2006;177.582;840.835;428.359;126.586;176.58;100.842;353.693;141.654;1259.343;1288.13
13/04/2006;177.616;840.165;426.948;126.422;175.898;100.849;353.323;141.524;1256.134;1289.12
17/04/2006;177.708;841.29;428.011;126.782;176.609;100.915;353.876;141.716;1258.905;1285.33
18/04/2006;177.754;842.599;429.175;127.115;177.335;100.937;354.47;141.947;1262.499;1307.65
19/04/2006;177.768;842.19;428.075;127.271;177.465;100.963;354.29;141.881;1260.816;1309.93
20/04/2006;177.783;841.955;427.901;126.996;176.905;100.977;354.161;141.83;1260.084;1311.46
21/04/2006;177.812;841.943;428.423;127.036;177.296;100.987;354.164;141.822;1262.506;1311.28
24/04/2006;177.868;842.66;429.323;126.992;177.238;101.028;354.511;141.95;1264.13;1308.11
25/04/2006;177.861;841.53;427.255;126.64;176.206;101.044;353.953;141.744;1259.446;1301.74
26/04/2006;177.864;840.795;426.462;126.565;175.962;101.039;353.582;141.612;1257.378;1305.41
27/04/2006;177.927;842.205;427.403;126.919;176.736;101.046;354.231;141.857;1260.24;1309.72
28/04/2006;177.983;843.065;428.081;127.192;177.494;101.091;354.594;142;1262.247;1310.61
30/04/2006;178.015;843.253;428.205;127.228;177.539;101.121;354.698;142.034;1262.577;1310.61
1/05/2006;178.015;842.131;426.597;127.133;177.168;101.134;354.236;141.846;1258.744;1305.19
2/05/2006;178.029;842.414;427.035;127.165;177.183;101.131;354.383;141.899;1259.358;1313.21
3/05/2006;178.033;841.997;426.249;126.978;176.58;101.143;354.215;141.833;1257.038;1307.85
4/05/2006;178.041;841.662;426.04;126.859;176.432;101.148;354.045;141.774;1257.136;1312.25
5/05/2006;178.095;842.494;427.181;127.106;177.132;101.159;354.456;141.927;1260.003;1325.76
8/05/2006;178.143;842.298;427.067;127.073;177.052;101.214;354.384;141.893;1259.589;1324.66
9/05/2006;178.163;842.383;426.981;127.209;177.322;101.224;354.423;141.901;1259.785;1325.14
10/05/2006;178.177;842.129;427.007;127.279;177.447;101.239;354.316;141.861;1259.701;1322.85
11/05/2006;178.227;842.212;426.462;127.437;177.652;101.25;354.314;141.868;1258.428;1305.92
12/05/2006;178.267;841.943;425.276;127.304;177.096;101.266;354.119;141.808;1256.301;1291.24
15/05/2006;178.332;842.868;426.372;127.195;177.008;101.32;354.574;141.98;1257.258;1294.5
16/05/2006;178.373;843.751;427.685;127.381;177.546;101.335;355.033;142.144;1260.655;1292.08
17/05/2006;178.381;843.262;426.609;127.39;177.307;101.343;354.606;142.032;1257.989;1270.32
18/05/2006;178.409;844.365;428.667;127.573;177.971;101.35;355.222;142.239;1262.299;1261.81
19/05/2006;178.432;844.222;429.101;127.418;177.713;101.365;355.17;142.21;1261.886;1267.03
22/05/2006;178.498;844.964;429.795;127.619;178.095;101.409;355.485;142.332;1262.882;1262.07
23/05/2006;178.508;844.484;429.073;127.61;177.903;101.42;355.254;142.241;1261.687;1256.58
24/05/2006;178.546;845.243;429.95;127.61;177.974;101.438;355.594;142.385;1262.982;1258.57
25/05/2006;178.566;844.783;428.981;127.586;177.725;101.45;355.333;142.292;1261.433;1272.88
26/05/2006;178.613;845.317;429.591;127.669;177.978;101.464;355.548;142.367;1263.169;1280.16
29/05/2006;178.661;845.6;429.777;127.767;178.105;101.51;355.704;142.42;1263.687;1280.16
30/05/2006;178.671;845.018;428.916;127.751;178.012;101.525;355.485;142.329;1261.637;1259.84
31/05/2006;178.658;844.105;428.04;127.692;177.965;101.529;355.045;142.167;1259.387;1270.09
1/06/2006;178.676;844.33;428.236;127.643;177.869;101.497;355.063;142.2;1260.576;1285.71
2/06/2006;178.786;846.916;431.458;128.096;179.12;101.518;356.34;142.642;1268.762;1288.22
5/06/2006;178.812;846.067;430.738;128.03;178.851;101.564;355.992;142.505;1267.428;1265.29
6/06/2006;178.817;846.117;431.25;127.842;178.42;101.542;356.054;142.517;1267.813;1263.85
7/06/2006;178.82;845.669;430.731;127.641;177.862;101.538;355.839;142.45;1266.265;1256.15
8/06/2006;178.847;846.265;431.63;127.745;178.293;101.537;356.092;142.553;1268.13;1257.93
9/06/2006;178.876;846.326;431.822;127.802;178.505;101.533;356.126;142.557;1268.884;1252.3
12/06/2006;178.916;846.369;431.83;127.867;178.59;101.564;356.171;142.56;1268.672;1236.4
13/06/2006;178.944;846.858;432.624;127.882;178.762;101.569;356.385;142.644;1270.045;1223.69
14/06/2006;178.915;845.013;430.272;127.725;178.135;101.556;355.428;142.33;1265.022;1230.04
15/06/2006;178.926;844.367;429.133;127.699;177.912;101.528;355.083;142.211;1262.223;1256.16
16/06/2006;178.951;844.018;428.411;127.61;177.645;101.528;354.893;142.14;1261.178;1251.54
19/06/2006;178.993;843.886;428.163;127.59;177.378;101.557;354.838;142.124;1260.822;1240.14
20/06/2006;179.013;843.728;427.877;127.542;177.257;101.563;354.717;142.092;1259.571;1240.12
21/06/2006;179.042;843.798;427.949;127.556;177.285;101.564;354.763;142.11;1259.515;1252.21
22/06/2006;179.047;843.118;426.873;127.534;177.074;101.566;354.395;141.993;1256.395;1245.6
23/06/2006;179.068;842.757;426.171;127.426;176.785;101.57;354.204;141.922;1253.716;1244.5
26/06/2006;179.115;842.996;426.129;127.484;176.724;101.611;354.273;141.951;1252.856;1250.56
27/06/2006;179.135;843.46;426.913;127.529;177.02;101.625;354.526;142.038;1255.531;1239.2
28/06/2006;179.151;842.908;426.087;127.362;176.612;101.644;354.248;141.95;1253.748;1246
29/06/2006;179.216;844.325;427.4;127.873;177.739;101.659;354.942;142.194;1257.818;1272.87
30/06/2006;179.272;845.508;429.127;128.137;178.589;101.7;355.572;142.391;1261.575;1270.2
3/07/2006;179.322;845.588;428.979;128.11;178.404;101.752;355.711;142.427;1261.725;1280.19
4/07/2006;179.338;845.684;429.041;128.14;178.443;101.766;355.764;142.445;1261.908;1280.19
5/07/2006;179.321;844.391;427.13;127.953;177.63;101.774;355.103;142.208;1256.87;1270.91
6/07/2006;179.356;845.118;428.223;128.141;178.179;101.774;355.466;142.34;1259.683;1274.08
7/07/2006;179.417;846.074;429.62;128.304;178.708;101.793;355.956;142.507;1263.415;1265.48
10/07/2006;179.471;846.382;429.889;128.296;178.679;101.851;356.119;142.556;1264.203;1267.34
11/07/2006;179.508;846.907;430.719;128.363;178.881;101.869;356.419;142.655;1265.652;1272.52
12/07/2006;179.526;846.887;430.749;128.312;178.757;101.886;356.418;142.656;1265.984;1258.6
13/07/2006;179.583;847.823;431.576;128.574;179.358;101.907;356.857;142.818;1267.289;1242.29
14/07/2006;179.643;848.482;432.013;128.691;179.726;101.937;357.12;142.924;1268.047;1236.2
17/07/2006;179.683;848.374;431.933;128.634;179.622;101.991;357.078;142.911;1268.008;1234.49
18/07/2006;179.681;847.172;430.308;128.376;178.844;101.994;356.53;142.696;1264.521;1236.86
19/07/2006;179.743;848.821;432.392;128.666;179.794;102.004;357.366;143.002;1270.407;1259.81
20/07/2006;179.793;849.838;433.349;128.745;180.294;102.032;357.856;143.186;1273.231;1249.13
21/07/2006;179.833;849.739;433.054;128.765;179.906;102.064;357.812;143.167;1272.353;1240.29
24/07/2006;179.89;849.919;433.229;128.799;179.879;102.106;357.9;143.195;1272.916;1260.91
25/07/2006;179.913;849.59;432.78;128.776;180.114;102.121;357.716;143.107;1272.163;1268.88
26/07/2006;179.971;850.485;433.652;128.928;180.517;102.136;358.137;143.302;1274.911;1268.4
27/07/2006;179.999;850.716;433.675;129.004;180.569;102.165;358.246;143.335;1275.444;1263.2
28/07/2006;180.077;852.138;435.176;129.16;181.039;102.184;358.919;143.58;1279.933;1278.55
31/07/2006;180.136;852.698;435.45;129.24;181.099;102.246;359.229;143.679;1281.066;1276.66
1/08/2006;180.15;852.93;435.645;129.418;181.428;102.248;359.318;143.718;1281.782;1270.92
2/08/2006;180.174;853.261;436.216;129.576;181.85;102.267;359.549;143.795;1283.386;1278.55
3/08/2006;180.187;853.071;436.45;129.537;181.978;102.277;359.485;143.764;1283.32;1280.27
4/08/2006;180.258;854.463;437.999;129.821;182.789;102.288;360.137;144.014;1287.596;1279.36
7/08/2006;180.299;854.122;437.516;129.863;182.799;102.359;359.993;143.947;1285.749;1275.77
8/08/2006;180.344;854.772;437.675;130.028;183.1;102.373;360.291;144.064;1287.261;1271.48
9/08/2006;180.37;854.819;437.462;130.147;183.228;102.404;360.284;144.082;1287.352;1265.95
10/08/2006;180.393;854.809;437.408;129.94;182.768;102.419;360.282;144.082;1287.418;1271.81
11/08/2006;180.405;854.028;436.357;129.948;182.539;102.426;359.85;143.928;1285.499;1266.74
14/08/2006;180.443;853.519;435.611;129.787;182.063;102.456;359.617;143.838;1283.362;1268.21
15/08/2006;180.496;855;437.536;129.948;182.746;102.467;360.385;144.112;1288.629;1285.58
16/08/2006;180.556;856.334;439.193;129.989;183.157;102.504;361.073;144.361;1292.987;1295.43
17/08/2006;180.563;856.213;439.264;129.919;183.062;102.535;361.073;144.346;1292.894;1297.48
18/08/2006;180.605;856.947;440.137;130.062;183.453;102.544;361.421;144.475;1294.893;1302.3
21/08/2006;180.665;857.417;440.664;130.196;183.813;102.595;361.703;144.567;1296.031;1297.52
22/08/2006;180.686;857.542;440.864;130.239;183.947;102.609;361.81;144.597;1296.089;1298.82
23/08/2006;180.713;857.522;440.724;129.985;183.515;102.625;361.767;144.595;1295.507;1292.99
24/08/2006;180.733;857.528;440.969;129.84;183.163;102.641;361.806;144.6;1296.02;1296.06
25/08/2006;180.777;858.012;441.368;129.975;183.596;102.661;362.044;144.691;1296.826;1295.09
28/08/2006;180.831;858.058;441.245;129.755;183.134;102.706;362.052;144.696;1296.797;1301.79
29/08/2006;180.861;858.407;441.473;129.789;183.249;102.718;362.207;144.754;1297.211;1304.28
30/08/2006;180.906;859.075;442.159;129.801;183.328;102.741;362.519;144.88;1298.304;1304.27
31/08/2006;180.948;859.928;443.113;129.933;183.743;102.766;362.954;145.027;1300.226;1303.82
1/09/2006;181.003;860.458;443.398;129.882;183.653;102.777;363.106;145.101;1301.1;1311.01
4/09/2006;181.056;860.755;443.584;129.95;183.74;102.822;363.266;145.156;1301.665;1311.01
5/09/2006;181.068;860.047;442.261;129.76;183.012;102.837;362.964;145.042;1300.053;1313.25
6/09/2006;181.1;859.808;441.793;129.719;182.827;102.849;362.838;145.001;1299.666;1300.26
7/09/2006;181.12;859.91;441.998;129.614;182.628;102.865;362.935;145.025;1300.281;1294.02
8/09/2006;181.18;860.606;442.786;129.618;182.626;102.882;363.305;145.148;1301.528;1298.92
11/09/2006;181.22;860.226;442.15;129.454;182.114;102.926;363.117;145.088;1300.692;1299.54
12/09/2006;181.264;860.754;442.954;129.558;182.442;102.937;363.394;145.177;1301.96;1313.11
13/09/2006;181.304;861.084;443.249;129.672;182.713;102.957;363.568;145.239;1302.204;1318.07
14/09/2006;181.306;860.513;442.512;129.676;182.767;102.973;363.275;145.138;1300.621;1316.28
15/09/2006;181.329;860.223;442.34;129.425;182.266;102.98;363.129;145.084;1299.779;1319.87
18/09/2006;181.394;860.206;442.104;129.468;182.234;103.021;363.155;145.083;1299.747;1321.18
19/09/2006;181.447;861.901;444.277;129.541;182.678;103.041;363.96;145.394;1303.788;1318.31
20/09/2006;181.465;861.921;444.466;129.366;182.318;103.068;364.019;145.393;1304.467;1325.18
21/09/2006;181.538;863.992;446.837;129.644;183.218;103.088;364.977;145.746;1309.029;1318.03
22/09/2006;181.584;865.029;448.317;129.829;183.862;103.126;365.493;145.932;1311.048;1314.78
25/09/2006;181.661;865.897;449.563;130.03;184.397;103.178;365.969;146.087;1313.309;1326.37
26/09/2006;181.677;865.237;448.773;129.993;184.208;103.195;365.656;145.975;1311.748;1336.34
27/09/2006;181.709;865.378;448.658;130.088;184.315;103.206;365.682;146;1311.179;1336.59
28/09/2006;181.726;865.111;447.998;130.076;184.205;103.22;365.563;145.96;1310.112;1339.15
29/09/2006;181.743;864.936;447.751;130.092;184.236;103.235;365.456;145.926;1309.076;1335.85
30/09/2006;181.761;865.035;447.813;130.115;184.265;103.251;365.509;145.944;1309.265;1335.85
2/10/2006;181.81;865.86;448.478;130.126;184.232;103.279;366.019;146.108;1310.597;1331.32
3/10/2006;181.838;865.973;448.601;129.906;183.875;103.306;366.083;146.129;1311.486;1334.11
4/10/2006;181.89;867.344;450.135;130.001;184.246;103.321;366.711;146.364;1314.768;1350.22
5/10/2006;181.885;866.352;448.89;129.926;183.94;103.342;366.28;146.212;1312.858;1353.22
6/10/2006;181.895;864.603;446.354;129.627;183.019;103.347;365.419;145.906;1308.268;1349.58
9/10/2006;181.948;864.902;446.539;129.682;183.086;103.393;365.58;145.961;1308.835;1350.66
10/10/2006;181.944;863.762;445.118;129.509;182.52;103.39;365.01;145.763;1305.6;1353.42
11/10/2006;181.946;862.953;444.077;129.376;182.012;103.401;364.639;145.636;1303.958;1349.95
12/10/2006;181.98;863.258;444.419;129.393;182.126;103.413;364.803;145.691;1305.201;1362.83
13/10/2006;182.01;862.934;443.704;129.305;181.931;103.427;364.612;145.63;1304.464;1365.62
16/10/2006;182.075;863.58;444.405;129.43;182.252;103.47;364.936;145.74;1306.938;1369.06
17/10/2006;182.104;863.969;444.856;129.352;182.099;103.49;365.134;145.81;1308.201;1364.05
18/10/2006;182.125;864.093;445.187;129.246;182.02;103.504;365.218;145.839;1309.302;1365.96
19/10/2006;182.144;863.854;444.659;129.223;181.716;103.519;365.118;145.797;1307.828;1366.96
20/10/2006;182.186;863.886;444.709;129.21;181.702;103.544;365.117;145.798;1308.442;1368.6
23/10/2006;182.225;863.398;443.774;129.135;181.319;103.584;364.898;145.723;1306.873;1377.02
24/10/2006;182.246;863.437;443.84;129.235;181.519;103.596;364.931;145.726;1306.91;1377.38
25/10/2006;182.283;864.453;445.222;129.52;182.35;103.613;365.453;145.905;1309.762;1382.23
26/10/2006;182.322;865.708;446.815;129.641;182.854;103.636;366.07;146.118;1313.063;1389.09
27/10/2006;182.383;866.836;448.121;129.736;183.229;103.661;366.583;146.305;1315.27;1377.34
30/10/2006;182.432;867.05;448.364;129.616;182.984;103.704;366.783;146.343;1315.619;1377.93
31/10/2006;182.477;868.512;450.25;129.838;183.861;103.718;367.489;146.595;1319.058;1377.94
1/11/2006;182.516;869.662;451.647;129.995;184.404;103.732;368.008;146.792;1321.406;1367.81
2/11/2006;182.522;869.185;450.768;129.855;183.984;103.754;367.778;146.709;1320.35;1367.34
3/11/2006;182.496;866.43;447.438;129.598;183.088;103.758;366.481;146.231;1314.98;1364.3
6/11/2006;182.557;866.836;447.803;129.717;183.485;103.785;366.694;146.311;1316.23;1379.78
7/11/2006;182.608;867.936;449.269;129.823;183.929;103.805;367.255;146.507;1319.159;1382.84
8/11/2006;182.64;868.556;450.072;129.967;184.35;103.832;367.595;146.619;1320.729;1385.72
9/11/2006;182.661;868.661;450.123;129.998;184.429;103.844;367.656;146.646;1321.529;1378.33
10/11/2006;182.707;869.338;451.2;130.066;184.662;103.864;368.024;146.762;1323.297;1380.9
13/11/2006;182.765;869.138;450.843;129.893;184.199;103.91;367.998;146.737;1322.607;1384.42
14/11/2006;182.802;869.815;451.919;129.914;184.405;103.921;368.312;146.851;1324.488;1393.22
15/11/2006;182.801;868.576;450.468;129.701;183.839;103.939;367.725;146.642;1322.885;1396.57
16/11/2006;182.82;867.908;449.416;129.34;182.981;103.947;367.387;146.523;1322.069;1399.76
17/11/2006;182.89;869.508;451.08;129.559;183.472;103.966;368.127;146.803;1325.694;1401.2
20/11/2006;182.957;869.927;451.464;129.574;183.485;104.02;368.37;146.875;1326.677;1400.5
21/11/2006;182.981;870.227;452.041;129.777;183.754;104.036;368.538;146.934;1327.098;1402.81
22/11/2006;183.017;870.589;452.399;129.807;183.895;104.052;368.703;146.999;1327.395;1406.09
23/11/2006;183.036;870.691;452.462;129.795;183.876;104.067;368.757;147.017;1327.587;1406.09
24/11/2006;183.082;871.204;452.994;129.991;184.402;104.086;369.002;147.104;1328.236;1400.95
27/11/2006;183.143;871.716;453.468;130.137;184.622;104.132;369.253;147.197;1329.147;1381.9
28/11/2006;183.185;872.553;454.318;130.364;185.039;104.153;369.699;147.338;1330.618;1386.72
29/11/2006;183.209;872.415;453.958;130.482;185.016;104.171;369.602;147.308;1330.749;1399.48
30/11/2006;183.25;873.763;455.747;130.731;185.837;104.189;370.297;147.507;1334.007;1400.63
1/12/2006;183.34;875.514;456.914;131.138;186.602;104.218;371.061;147.795;1336.472;1396.71
4/12/2006;183.401;875.809;456.936;131.05;186.362;104.283;371.261;147.858;1337.264;1409.12
5/12/2006;183.429;875.945;456.802;131.119;186.446;104.299;371.368;147.892;1337.585;1414.76
6/12/2006;183.403;874.828;455.7;130.917;185.869;104.309;370.874;147.712;1335.545;1412.9
7/12/2006;183.434;874.95;455.716;130.902;185.776;104.318;370.941;147.737;1334.488;1407.29
8/12/2006;183.425;873.239;453.688;130.676;185.057;104.321;370.17;147.459;1331.669;1409.84
11/12/2006;183.494;874.014;454.799;130.745;185.365;104.353;370.567;147.589;1333.99;1413.04
12/12/2006;183.543;875.044;455.78;130.845;185.636;104.372;371.07;147.759;1336.522;1411.56
13/12/2006;183.522;873.24;453.371;130.585;184.629;104.388;370.202;147.458;1332.899;1413.21
14/12/2006;183.544;872.833;452.93;130.645;184.638;104.391;370.002;147.392;1332.151;1425.49
15/12/2006;183.586;873.015;452.96;130.293;183.904;104.4;370.08;147.417;1332.057;1427.09
18/12/2006;183.653;873.418;453.352;130.157;183.603;104.455;370.299;147.494;1332.339;1422.48
19/12/2006;183.683;873.446;453.123;130.2;183.54;104.469;370.296;147.504;1332.231;1425.55
20/12/2006;183.713;873.61;453.287;130.164;183.419;104.484;370.371;147.541;1332.738;1423.53
21/12/2006;183.757;874.776;454.657;130.228;183.685;104.503;370.944;147.738;1335.4;1418.3
22/12/2006;183.779;873.463;452.552;130.064;182.969;104.519;370.299;147.514;1332.464;1410.77
26/12/2006;183.858;874.091;453.344;129.991;182.97;104.579;370.608;147.615;1333.238;1416.9
27/12/2006;183.87;872.978;451.843;129.733;182.219;104.589;370.084;147.429;1331.707;1426.84
28/12/2006;183.889;872.393;450.8;129.669;182.032;104.6;369.793;147.327;1330.299;1424.73
29/12/2006;183.93;872.212;450.386;129.774;182.033;104.615;369.688;147.294;1329.866;1418.3
31/12/2006;183.968;872.418;450.513;129.747;181.99;104.643;369.791;147.32;1330.252;1418.3
2/01/2007;184.018;873.019;451.152;129.898;182.361;104.661;370.042;147.419;1332.039;1418.3
3/01/2007;184.055;873.755;451.889;129.975;182.612;104.685;370.4;147.558;1334.428;1416.6
4/01/2007;184.099;874.901;453.226;129.928;182.663;104.708;370.953;147.743;1337.402;1418.34
5/01/2007;184.108;874.199;452.411;129.847;182.407;104.726;370.664;147.632;1336.762;1409.71
8/01/2007;184.155;874.128;452.291;129.874;182.369;104.761;370.637;147.618;1336.177;1412.84
9/01/2007;184.178;874.195;452.457;129.857;182.351;104.772;370.693;147.628;1336.181;1412.11
10/01/2007;184.192;873.906;451.857;129.739;182.008;104.79;370.599;147.593;1334.909;1414.85
11/01/2007;184.194;872.883;450.392;129.491;181.336;104.798;370.121;147.422;1332.47;1423.83
12/01/2007;184.235;872.563;449.507;129.375;180.917;104.809;369.909;147.359;1331.675;1430.73
15/01/2007;184.292;872.873;449.698;129.386;180.924;104.856;370.073;147.416;1332.252;1430.73
16/01/2007;184.325;873.346;450.345;129.408;181.238;104.87;370.327;147.495;1332.86;1431.9
17/01/2007;184.336;872.638;449.337;129.371;181.005;104.884;370.018;147.392;1330.891;1430.62
18/01/2007;184.364;873.213;450.312;129.352;181.287;104.898;370.301;147.499;1332.67;1426.37
19/01/2007;184.393;872.772;449.772;129.421;181.41;104.914;370.088;147.413;1331.965;1430.5
22/01/2007;184.458;873.328;450.351;129.522;181.792;104.959;370.359;147.521;1333.038;1422.96
23/01/2007;184.477;872.807;449.274;129.668;181.819;104.974;370.15;147.436;1330.932;1427.99
24/01/2007;184.507;872.958;449.224;129.745;182.026;104.987;370.206;147.453;1330.495;1440.13
25/01/2007;184.521;872.111;447.748;129.533;181.379;105.001;369.806;147.328;1326.878;1423.9
26/01/2007;184.557;872.06;447.498;129.6;181.416;105.014;369.708;147.304;1326.415;1422.18
29/01/2007;184.621;872.21;447.357;129.505;181.149;105.062;369.852;147.347;1325.986;1420.62
30/01/2007;184.661;872.674;447.845;129.761;181.675;105.078;370.079;147.417;1327.068;1428.82
31/01/2007;184.697;873.602;449.223;129.939;182.421;105.097;370.531;147.565;1330.517;1438.24
1/02/2007;184.702;873.311;448.928;129.861;182.053;105.1;370.409;147.494;1330.616;1445.94
2/02/2007;184.743;873.799;449.223;130.032;182.253;105.114;370.615;147.573;1332.826;1448.39
5/02/2007;184.812;874.49;449.94;130.124;182.423;105.165;370.982;147.706;1335.424;1446.99
6/02/2007;184.84;875.285;451.16;130.162;182.47;105.183;371.412;147.858;1337.339;1448
7/02/2007;184.866;875.904;451.888;130.2;182.755;105.203;371.737;147.968;1338.189;1450.02
8/02/2007;184.887;875.999;452.035;130.193;182.712;105.219;371.791;147.99;1338.503;1448.31
9/02/2007;184.914;875.261;450.662;130.12;182.321;105.231;371.381;147.86;1335.418;1438.06
12/02/2007;184.972;875.221;450.342;129.97;181.892;105.273;371.38;147.858;1334.267;1433.37
13/02/2007;185;875.115;450.116;129.985;181.949;105.288;371.326;147.845;1334.134;1444.26
14/02/2007;185.046;876.819;452.44;130.27;182.858;105.311;372.216;148.144;1339.391;1455.3
15/02/2007;185.077;877.591;453.204;130.268;182.898;105.336;372.587;148.259;1340.375;1456.81
16/02/2007;185.119;877.834;453.615;130.425;183.289;105.356;372.728;148.306;1340.499;1455.54
19/02/2007;185.179;878.15;453.808;130.475;183.352;105.401;372.895;148.363;1341.079;1459.68
20/02/2007;185.204;878.442;454.157;130.453;183.353;105.418;373.056;148.435;1341.642;1459.68
21/02/2007;185.226;878.254;453.851;130.733;183.747;105.437;372.99;148.417;1341.497;1457.63
22/02/2007;185.242;877.54;452.846;130.715;183.599;105.448;372.592;148.306;1340.108;1456.38
23/02/2007;185.292;878.729;454.334;130.988;184.289;105.466;373.188;148.483;1342.105;1451.19
26/02/2007;185.374;879.923;455.821;131.232;184.962;105.523;373.821;148.711;1344.044;1449.38
27/02/2007;185.458;882.926;459.198;131.804;186.411;105.551;375.149;149.214;1347.709;1399.04
